"dpt","dpt_url","circo","circo_url","tour","inscrits","abstentions","votants","blancs","nuls","exprimes","year"
"92","092","6","06","2","76451","23970","52481","1170","308","51003","2024"
"92","092","8","08","2","68222","20695","47527","3041","517","43969","2024"
"92","092","9","09","2","63476","21641","41835","3314","0","38521","2024"
"92","092","10","10","2","80263","25215","55048","3359","299","51390","2024"
"92","092","12","12","2","93833","27781","66052","1909","703","63440","2024"
"92","092","13","13","2","89348","26414","62934","3339","241","59354","2024"
"93","093","3","03","2","77502","28398","49104","4063","1018","44023","2024"
"93","093","4","04","2","67468","35681","31787","3227","713","27847","2024"
"93","093","5","05","2","65938","30082","35856","1378","605","33873","2024"
"93","093","7","07","2","83486","35757","47729","3273","664","43792","2024"
"93","093","8","08","2","62734","23937","38797","2643","377","35777","2024"
"93","093","12","12","2","66403","27589","38814","2596","648","35570","2024"
"94","094","1","01","2","85972","25315","60657","622","258","59777","2024"
"94","094","3","03","2","74405","27272","47133","1015","309","45809","2024"
"94","094","4","04","2","74910","23495","51415","760","272","50383","2024"
"94","094","5","05","2","91708","30223","61485","821","212","60452","2024"
"94","094","6","06","2","82442","24996","57446","1941","622","54883","2024"
"94","094","7","07","2","66811","24464","42347","1239","387","40721","2024"
"94","094","8","08","2","77020","23263","53757","1037","409","52311","2024"
"95","095","1","01","2","84034","26315","57719","1326","340","56053","2024"
"95","095","2","02","2","78796","26810","51986","3573","790","47623","2024"
"95","095","3","03","2","96317","32432","63885","4539","997","58349","2024"
"95","095","4","04","2","76259","27751","48508","2780","880","44848","2024"
"95","095","6","06","2","75779","25954","49825","738","223","48864","2024"
"95","095","7","07","2","68578","24500","44078","2674","603","40801","2024"
"95","095","9","09","2","71644","28662","42982","2560","740","39682","2024"
"95","095","10","10","2","66806","24056","42750","3583","599","38568","2024"
"971","971","1","01","2","75767","50531","25236","854","1128","23254","2024"
"971","971","2","02","2","88702","59380","29322","968","996","27358","2024"
"971","971","3","03","2","85777","52667","33110","799","909","31402","2024"
"971","971","4","04","2","68702","45791","22911","716","1000","21195","2024"
"972","972","1","01","2","80342","55938","24404","1043","728","22633","2024"
"972","972","2","02","2","79665","51948","27717","812","672","26233","2024"
"972","972","3","03","2","60260","40205","20055","783","488","18784","2024"
"972","972","4","04","2","84423","57763","26660","1003","687","24970","2024"
"973","973","1","01","2","59265","39866","19399","406","201","18792","2024"
"973","973","2","02","2","49684","40524","9160","616","122","8422","2024"
"974","974","1","01","2","88571","43482","45089","1858","1087","42144","2024"
"974","974","2","02","2","101744","55812","45932","2019","1664","42249","2024"
"974","974","3","03","2","98871","50052","48819","2385","2044","44390","2024"
"974","974","4","04","2","111500","53375","58125","2359","2286","53480","2024"
"974","974","5","05","2","90674","50099","40575","1252","1582","37741","2024"
"974","974","6","06","2","84791","44536","40255","1319","1198","37738","2024"
"974","974","7","07","2","121201","64803","56398","2858","2625","50915","2024"
"975","975","1","01","2","5068","2258","2810","69","44","2697","2024"
"976","976","2","02","2","52473","26404","26069","788","1154","24127","2024"
"987","987","2","02","2","69257","36854","32403","241","238","31924","2024"
"987","987","3","03","2","69038","34382","34656","382","250","34024","2024"
"988","988","1","01","2","97162","29985","67177","838","363","65976","2024"
"988","988","2","02","2","124939","33655","91284","745","495","90044","2024"
"ZX","ZX","1","01","2","25233","17934","7299","179","83","7037","2024"
"ZZ","ZZ","1","01","2","265898","168026","97872","4958","142","92772","2024"
"ZZ","ZZ","2","02","2","81786","62032","19754","996","86","18672","2024"
"ZZ","ZZ","3","03","2","160627","82389","78238","2707","71","75460","2024"
"ZZ","ZZ","4","04","2","158035","81670","76365","3609","153","72603","2024"
"ZZ","ZZ","5","05","2","115497","70293","45204","2957","123","42124","2024"
"ZZ","ZZ","6","06","2","159733","96436","63297","4740","99","58458","2024"
"ZZ","ZZ","7","07","2","130815","68930","61885","2466","119","59300","2024"
"ZZ","ZZ","8","08","2","148948","112726","36222","1431","61","34730","2024"
"ZZ","ZZ","9","09","2","130380","93158","37222","1890","168","35164","2024"
"ZZ","ZZ","10","10","2","113835","79266","34569","2328","200","32041","2024"
"ZZ","ZZ","11","11","2","104601","63394","41207","3334","233","37640","2024"
